Title,Rating,Reviews,Phone,WhatsApp,Instagram,Facebook,Industry,Address,Website,Image,Amenities,Pitch,Latitude,Longitude,Google Maps Link,Source Query,City
Brew-tiful Café,5.0,(6),,,https://www.instagram.com/brewtifulcawffee,https://www.facebook.com/people,Convenience Store,"Poblacion 1 Balabac, 5307 Palawan",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYMDPrtuNGe7ASier1yePBn45l-esCefBVRGVYPrK_8BM6Ra-6U8YNnkK5tSsf5NadD3OCmSmUFlt0OJg7n8wYvLQzMw7rZ9w2mG-Z6JJdHWvQkiTxQalRr3Mac1V0u04hsc7HXVefrNg=w2048-h1536-k-no,,,7.9857151,117.0645463,https://www.google.com/maps/place/Brew-tiful+Caf%C3%A9/data=!4m7!3m6!1s0x32314f44d39e5bab:0xf8128af9450882c4!8m2!3d7.9857151!4d117.0645463!16s%2Fg%2F11n3cyrwh1!19sChIJq1ue00RPMTIRxIIIRfmKEvg?authuser=0&hl=en&rclk=1,"convenience store in Balabac, Palawan, Philippines",Balabac
Balabac Municipal Hall,5.0,(3),09201965440,https://wa.me/09201965440,https://www.instagram.com/balabacpalawan,https://www.facebook.com/profile.php,Convenience Store,"X3P7+FWV, National Road, Balabac, 5307 Palawan",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFs-Sf36pb71TCvC98si03Cn4IePkNWdbvPZcdvoARInhinsMTXcokl_IUjW9-_tlQQrGon5rKk8gx1BAyX1nvA8NbBRYLI5be2PLVM6gQ26l8AWX10NeRffWhQ63WtEdlPfw-qvA=w2048-h1536-k-no,"Wheelchair accessible, Wheelchair accessible entrance, Accessible",,7.9862333,117.0648106,https://www.google.com/maps/place/Balabac+Municipal+Hall/data=!4m7!3m6!1s0x32314f073a1fc10d:0x66a55f1df624996d!8m2!3d7.9862333!4d117.0648106!16s%2Fg%2F11bzw226zx!19sChIJDcEfOgdPMTIRbZkk9h1fpWY?authuser=0&hl=en&rclk=1,"convenience store in Balabac, Palawan, Philippines",Balabac
JING'S store,5.0,(1),947 921 0221,https://wa.me/9479210221,,,Convenience Store,0947 921 0221,,,,,7.9895352,117.0707279,https://www.google.com/maps/place/JING%27S+store/data=!4m7!3m6!1s0x32314f1aad0ff69d:0x9f4b54d8e08c3b37!8m2!3d7.9895352!4d117.0707279!16s%2Fg%2F11qplh24tz!19sChIJnfYPrRpPMTIRNzuM4NhUS58?authuser=0&hl=en&rclk=1,"convenience store in Balabac, Palawan, Philippines",Balabac
Candaraman Airstrip,4.3,(4),,,,,Transportation,,,,,,8.0758694,117.1074748,https://www.google.com/maps/place/Candaraman+Airstrip/data=!4m7!3m6!1s0x323153638477a8ff:0xd4cdf0f4d3eb60ee!8m2!3d8.0758694!4d117.1074748!16s%2Fg%2F11h3dp6jpq!19sChIJ_6h3hGNTMTIR7mDr0_TwzdQ?authuser=0&hl=en&rclk=1,"transportation in Balabac, Palawan, Philippines",Balabac
Balabac Islet,5.0,(8),,,,,Embassy,,,,,,7.9403894,116.9352056,https://www.google.com/maps/place/Balabac+Islet/data=!4m7!3m6!1s0x3231473e1ff4dfab:0xdb7d6885bb3e1ba2!8m2!3d7.9403894!4d116.9352056!16s%2Fg%2F11t0hb867d!19sChIJq9_0Hz5HMTIRohs-u4Vofds?authuser=0&hl=en&rclk=1,"embassy in Balabac, Palawan, Philippines",Balabac
Balabac Jewel Southern Palawan,5.0,(7),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEACy8Oan03L7sGv3G0BZxScg9kU0sd3RGkfrJv29Y-gUfTD5LLYBN0PkAg1gi5--3eVMYFQOPK2-nVjvd6OtExRiJO-jm3VGnQri8AzTPveyViSp-7oSUZ6FmtuJ03bBP5z54A97JrvZAO=w1600-h1200-k-no,,,7.9842041,117.0087877,https://www.google.com/maps/place/Balabac+Jewel+Southern+Palawan/data=!4m7!3m6!1s0x32314f1682608373:0xa332a2b0145d54a9!8m2!3d7.9842041!4d117.0087877!16s%2Fg%2F11n56r06pk!19sChIJc4NgghZPMTIRqVRdFLCiMqM?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Agutayan Boardwalk,4.2,(5),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXpoJgbGCmyikLcr2lX9I-qBQ4P9N40O303JdmmwJqTiHTUcqHGPttIqNl3p6pslRTm89Czj0SM4sXGxHt9Gu9isGLPvZcQZMRzb6xvmfwOhxEsW3Ee8DQph-KggsHBzmKAaNVsQ=w1600-h1200-k-no,,,7.9121679,116.9567897,https://www.google.com/maps/place/Agutayan+Boardwalk/data=!4m7!3m6!1s0x323147535ea28a11:0xfb66de112f640943!8m2!3d7.9121679!4d116.9567897!16s%2Fg%2F11l6xj13pl!19sChIJEYqiXlNHMTIRQwlkLxHeZvs?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Benlen Sandbar,5.0,(2),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi2I84vsUgQ0kqBb7OWdNmyqvmWr9bGS4rBCfYMDcZBo-7ZEsveJNUAVyUOyh4D6VHoOS9OBRwRbxOEdTX2cwvhPBbgiSwn6W_xRx1nn_vAiUjtJdZOV246ka7CvplSNLA3r-P=w1600-h1200-k-no,,,8.0687642,117.0950475,https://www.google.com/maps/place/Benlen+Sandbar/data=!4m7!3m6!1s0x32315339fb7e4571:0x27381a0a458a956!8m2!3d8.0687642!4d117.0950475!16s%2Fg%2F11tjpx20q0!19sChIJcUV--zlTMTIRVqlYpKCBcwI?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Rock Formation,4.7,(9),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyWhazI1kV2cyFbgzTYOTEgpgKBGRtf60BxZjFtFxzctx3FBwqWoXLo4l2TzKM8Cf_6NKnq_VhyBR6ptYWAUo5zEucEFdctMIbBIgUF8ZoqQy8Yo4a6_a_xPlZlPyLHDQThh86Fw=w1600-h1200-k-no,,,8.0787199,116.9860486,https://www.google.com/maps/place/Rock+Formation/data=!4m7!3m6!1s0x32315140ff5ae613:0xce9d916fa795ea99!8m2!3d8.0787199!4d116.9860486!16s%2Fg%2F11t0h8yblz!19sChIJE-Za_0BRMTIRmeqVp2-Rnc4?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
KMZ Sandbar,5.0,(5),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkQjARhJkXu6e8j1-ntH1Vg4Qm7fb-7k3mcJXTZkPXAO7MZvpNAil-xerkQ0d4fiZKOihby_C-pEJY6144_w9lurFyS_prLSm149zBc0KNSRIQFFjrWxTDIMctkFCine_HQmkbQeSOq-cc=w1600-h1200-k-no,,,8.0946364,117.1081011,https://www.google.com/maps/place/KMZ+Sandbar/data=!4m7!3m6!1s0x3231530d1f996ea9:0x1a75779440007d!8m2!3d8.0946364!4d117.1081011!16s%2Fg%2F11jzhmq13k!19sChIJqW6ZHw1TMTIRfQBAlHd1GgA?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Candaraman Sand Bar,4.9,(15),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcTWIMWKFALnEAkuzEdn7FQVpoXjNnPTJSBTQbpGVxx1ajh6bj2mOmOoeWohQA8AixbGpnHOtPUwQmACYx9NuB4PsvjK0rreydL51sONEF1o5eRwmjAbMYAdnP6nOqq5yjckvH=w1600-h1200-k-no,,,8.0685773,117.094853,https://www.google.com/maps/place/Candaraman+Sand+Bar/data=!4m7!3m6!1s0x323153733a8dcd87:0x9e4f3252deb22098!8m2!3d8.0685773!4d117.094853!16s%2Fg%2F11l6bckjl9!19sChIJh82NOnNTMTIRmCCy3lIyT54?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Pink Sand,5.0,(1),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGOtkeaCEAHqf6mzuwdaSX_l9VEhlsV2uBpiD_Yq7AnbczqJ5swhasMq88LgRMhU7L8eFXjQTbSJgIz9SxW8XYJFFX8SAjrb6w2Pw3q3BbSYhTC6Q__pPRAW-HNj-yPzEDwjFW=w1600-h1200-k-no,,,8.078719,117.1058848,https://www.google.com/maps/place/Pink+Sand/data=!4m7!3m6!1s0x3231530c776ffe03:0x6eb01a5de67ce8e!8m2!3d8.078719!4d117.1058848!16s%2Fg%2F11fjsyn580!19sChIJA_5vdwxTMTIRjs5n3qUB6wY?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Indalawan Rock Formation,5.0,(1),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGl-cOPEPvY30GHGpJamVdUI_dBOhDSpQAIWk0Is6Q8n43bbD9hmXMM5MepdS8eZAsea3dTwGeabepVTLKlHABiqrO2Y-kmMcRpVgnSO9m_VZAwrxq5AlYwjn629LxXnhWq_uOHCQ=w1600-h1200-k-no,,,7.8631125,117.0725781,https://www.google.com/maps/place/Indalawan+Rock+Formation/data=!4m7!3m6!1s0x3231372185573abf:0x62eca4b9feb4d63f!8m2!3d7.8631125!4d117.0725781!16s%2Fg%2F11s5ywzbsk!19sChIJvzpXhSE3MTIRP9a0_rmk7GI?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Tatak Balabac Souvenir Shop,5.0,(2),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbIkZLXVRSXFJvZe8aMCfqmYtxZHQoxyJL5qTqrW4ulyRoh-cziOzY81iqBh0RersGsi92tMk6ztX_vC_LX7VqrQ4AuoXhP7WaGbY2ze0bTqDPZy7uv15v0w1pXplyudz7Dtsyspxf9LG6=w1600-h1200-k-no,,,7.9876786,117.0649819,https://www.google.com/maps/place/Tatak+Balabac+Souvenir+Shop/data=!4m7!3m6!1s0x32314f0049ff768f:0x55b8a58dc6609514!8m2!3d7.9876786!4d117.0649819!16s%2Fg%2F11ywmywts4!19sChIJj3b_SQBPMTIRFJVgxo2luFU?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Batalla’s Lodging House,4.1,(11),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqDBlHVGzakPCRqna-Eh_SYER9oWwHy9VlQt1dyTTclAMy0jfCCP44zlK2dn_M74ii6nCacshyWZkJZXImznE8aGBIomfp2dgpkhshNT0pERDMoIjva42tF-v5DDEeJgFxLuQS=w1600-h1200-k-no,,,7.9855336,117.0644355,https://www.google.com/maps/place/Batalla%E2%80%99s+Lodging+House/data=!4m11!3m10!1s0x32314fdb574f653f:0x3c4e4dfdeeac75f8!5m3!1s2026-10-31!4m1!1i2!8m2!3d7.9855336!4d117.0644355!16s%2Fg%2F11rpq2hf3x!19sChIJP2VPV9tPMTIR-HWs7v1NTjw?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Sing and Swing Lodge,3.9,(29),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6MAfxEKi7jCZt_QB2eCRQJE2SQflXGtVf1AjRzoM0XXAwi4y5oVAOQ9IMkyXRYhKA8uoEeKXavdKKztYfycwxQZT9gh0CvEV3QeLAxE8x8v69aTqscdNuWGs1TSSAbMXzhpyr=w1600-h1200-k-no,,,7.9864196,117.0629069,https://www.google.com/maps/place/Sing+and+Swing+Lodge/data=!4m7!3m6!1s0x32314e9141778373:0x73dc643720058c27!8m2!3d7.9864196!4d117.0629069!16s%2Fg%2F11gdk_bx64!19sChIJc4N3QZFOMTIRJ4wFIDdk3HM?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
BYAHERA TRAVEL AND TOURS,5.0,(1),,,,,Tourist Information,,,,,,7.9871274,117.0651288,https://www.google.com/maps/place/BYAHERA+TRAVEL+AND+TOURS/data=!4m7!3m6!1s0x32314f000f3e2905:0x51850d9d71af8f95!8m2!3d7.9871274!4d117.0651288!16s%2Fg%2F11y2mwb4ct!19sChIJBSk-DwBPMTIRlY-vcZ0NhVE?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Balabac,4.5,(93),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpzj9XYw9GHGe2cRqCPm-JrzP-8Z_jIcf9E_1Zuc8wEChdLFbotpbLJClq-x-QgMGCUcjgtegZs059_INhy0U1gvgXyxXjYDlj281wAZNw3pUoaTb3Gi7_4x5IvX65eNVdDrq2Ug=w1600-h1200-k-no,,,7.9446691,117.0087877,https://www.google.com/maps/place/Balabac/data=!4m7!3m6!1s0x323148eb0247d193:0x6293665a9ad99eb0!8m2!3d7.9446691!4d117.0087877!16zL20vMGd5NGRs!19sChIJk9FHAutIMTIRsJ7Zmlpmk2I?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Candaraman Island,4.7,(35),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeFOKZvd09ZpRkItpNXNqbuvqezvfgVrioMhd1zjyB528WGLoknm2B14hhaGQUCB7CGfVIyMsjCJgzzAsO2kV6oWa9JWhgFqmwnI_aw911Z49Dg22kHiyrkvhmNUTeMXlJxPQMnA=w1600-h1200-k-no,,,8.078719,117.1058848,https://www.google.com/maps/place/Candaraman+Island/data=!4m7!3m6!1s0x323153b5d1fe6c9b:0xd9dd6c321f0f8b1e!8m2!3d8.078719!4d117.1058848!16s%2Fg%2F1tmg41s3!19sChIJm2z-0bVTMTIRHosPHzJs3dk?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Julla Lodging House,4.5,(11),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFn829w2Iq7GKgZWWRCJyVy85uTzCO2HTVvq4EKcSsRUa5ypT0OolWHUFFSQhQ7jiicgq-dPcLd51f8vUECNXeg_1YAmKsPKZo4iaPjXPMg6YqSNREzG8RCCwN1vwxmKmEnnCe94wf3BMU=w1600-h1200-k-no,,,7.9865236,117.0651787,https://www.google.com/maps/place/Julla+Lodging+House/data=!4m7!3m6!1s0x32314f8047cca79d:0x9bbe8f65941a9f84!8m2!3d7.9865236!4d117.0651787!16s%2Fg%2F11vc2_gp8_!19sChIJnafMR4BPMTIRhJ8alGWPvps?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Onok Beach,5.0,(1),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESOhB_XxNkEgczsim61SDWZYfKBECkYMOtp_hclMuZZL0buBqn8g1gemkLVKPDz_gMPPsen4wMcqnsGrObvT9CtIWJlw2XBN0p-It8eOzBVltHpk8oF-3NWRRBxLv_1tRI1s0B6mQVslzy=w1600-h1200-k-no,,,8.017799,117.2100211,https://www.google.com/maps/place/Onok+Beach/data=!4m7!3m6!1s0x3236b30079225d25:0x9ed06ac3346b8d37!8m2!3d8.017799!4d117.2100211!16s%2Fg%2F11njbv9g4d!19sChIJJV0ieQCzNjIRN41rNMNq0J4?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
JD Lodge,4.3,(8),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsXPTKdJRQVhV-BiN2D__0E1hy1efBKxSUiD1zyuUcbhaeFm4ntbzcTbfmbP9VDL0ITI8y6_2G0EzZEnU-vX2MakYiBqAe6-jR1A-PBhTR2pU8JAOB6GQE7HMJv1qzYB3qbbYX7g=w1600-h1200-k-no,,,7.9864609,117.0631262,https://www.google.com/maps/place/JD+Lodge/data=!4m11!3m10!1s0x32314feaffc6d725:0x962c9881f027ff51!5m3!1s2026-10-31!4m1!1i2!8m2!3d7.9864609!4d117.0631262!16s%2Fg%2F11s7c39lt6!19sChIJJdfG_-pPMTIRUf8n8IGYLJY?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Immaculate Conception Parish,5.0,(4),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyitEEfbbZyHZXh4IPZZVEKTYlvo4Hko6LF4wGGmkYRyMEQT5PAaH-Yhs70KcxSl56mhEAobjwfDIvSq9OlZbszrW5sYCrN_1Jx0MJuEpRf1iiO8RaJkiHZ-2yvtVEyqgkTera=w1600-h1200-k-no,,,7.9855335,117.0632661,https://www.google.com/maps/place/Immaculate+Conception+Parish/data=!4m7!3m6!1s0x32314fe4cc4c41bf:0xf8f4b16368ce3956!8m2!3d7.9855335!4d117.0632661!16s%2Fg%2F11g0gmsj96!19sChIJv0FMzORPMTIRVjnOaGOx9Pg?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
Marloe Lodging House,5.0,(3),,,,,Tourist Information,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLaa_Wb_i08NN0yHDtO4YXSG-j0wvOA0qFkokM2tLT1Wpgdft0mTOP44n6GbAcRqzSjBiNqScv3GqMfi4UyZQABHFJjEWFrO_LoK__bOzUB21q8ARg7rZEGwbAxXe6bSEAx1k=w1600-h1200-k-no,,,7.9860015,117.0626551,https://www.google.com/maps/place/Marloe+Lodging+House/data=!4m7!3m6!1s0x32314f7b579981b3:0x665cf8d5a908bcce!8m2!3d7.9860015!4d117.0626551!16s%2Fg%2F11rhr61jzt!19sChIJs4GZV3tPMTIRzrwIqdX4XGY?authuser=0&hl=en&rclk=1,"tourist information in Balabac, Palawan, Philippines",Balabac
BPI,4.3,(41),,,,,ATM,20000 pesos with foreign mastercard with 250 peso fee,https://www.bpi.com.ph/,,,,11.9992182,120.2050018,https://www.google.com/maps/place/BPI/data=!4m7!3m6!1s0x33ba1c2b4d5727b7:0xe12aa00164511d67!8m2!3d11.9992182!4d120.2050018!16s%2Fg%2F11f4qnb0t1!19sChIJtydXTSscujMRZx1RZAGgKuE?authuser=0&hl=en&rclk=1,"atm in Coron Busuanga, Palawan, Philippines",Coron Busuanga
PNB Savings Bank,3.6,(8),,,,,ATM,45 Don Pedro St,,,,,11.9976959,120.2049327,https://www.google.com/maps/place/PNB+Savings+Bank/data=!4m7!3m6!1s0x33ba1dd34d015f1f:0x24035a962ea0e91f!8m2!3d11.9976959!4d120.2049327!16s%2Fg%2F11c6r8jw82!19sChIJH18BTdMdujMRH-mgLpZaAyQ?authuser=0&hl=en&rclk=1,"atm in Coron Busuanga, Palawan, Philippines",Coron Busuanga
Bea Beauty Salon and Spa - Main,4.5,(377),945 365 9931,https://wa.me/9453659931,,https://www.facebook.com/beabeautysalon.spa,ATM,3 National Highway,https://www.facebook.com/beabeautysalon.spa,,,,11.9986684,120.2030235,https://www.google.com/maps/place/Bea+Beauty+Salon+and+Spa+-+Main/data=!4m7!3m6!1s0x33ba1de3bee9cda3:0x71400b9aa4ae81af!8m2!3d11.9986684!4d120.2030235!16s%2Fg%2F11k521cjyq!19sChIJo83pvuMdujMRr4GupJoLQHE?authuser=0&hl=en&rclk=1,"atm in Coron Busuanga, Palawan, Philippines",Coron Busuanga
